target_class,background,atten_model,distance_m,sample_idx,snr_db,top1_class,top1_score,target_score_primary,target_score_family,primary_in_top1,primary_in_top5,family_in_top5
chainsaw,wind,forest,500,1,-23.929400086720378,Vehicle,0.6464449167251587,1.6538167983526364e-05,0.6464449167251587,False,False,True
chainsaw,wind,forest,500,2,-23.929400086720378,Vehicle,0.7605436444282532,7.162294059526175e-05,0.7605436444282532,False,False,True
chainsaw,wind,forest,1000,0,-54.95,Vehicle,0.7077617645263672,8.311582860187627e-06,0.7077617645263672,False,False,True
chainsaw,wind,forest,1000,1,-54.95,Vehicle,0.6921782493591309,8.361892469110899e-06,0.6921782493591309,False,False,True
chainsaw,wind,forest,1000,2,-54.95,Vehicle,0.702399492263794,7.331386768782977e-06,0.702399492263794,False,False,True
chainsaw,birds,free_field,1,0,65.0,Engine,0.21465548872947693,0.17465755343437195,0.21465548872947693,False,True,True
chainsaw,birds,free_field,1,1,65.0,Chainsaw,0.5706626176834106,0.5706626176834106,0.5706626176834106,True,True,True
chainsaw,birds,free_field,1,2,65.0,Chainsaw,0.6406065225601196,0.6406065225601196,0.6406065225601196,True,True,True
chainsaw,birds,free_field,5,0,51.020599913279625,Engine,0.21498432755470276,0.17482802271842957,0.21498432755470276,False,True,True
chainsaw,birds,free_field,5,1,51.020599913279625,Engine,0.567325234413147,0.5672208070755005,0.567325234413147,False,True,True
chainsaw,birds,free_field,5,2,51.020599913279625,Chainsaw,0.6406121253967285,0.6406121253967285,0.6406121253967285,True,True,True
chainsaw,birds,free_field,10,0,45.0,Engine,0.21508486568927765,0.1747034639120102,0.21508486568927765,False,True,True
chainsaw,birds,free_field,10,1,45.0,Engine,0.5659214854240417,0.5648428797721863,0.5659214854240417,False,True,True
chainsaw,birds,free_field,10,2,45.0,Chainsaw,0.6405909657478333,0.6405909657478333,0.6405909657478333,True,True,True
chainsaw,birds,free_field,25,0,37.04119982655925,Engine,0.21464434266090393,0.1726904809474945,0.21464434266090393,False,True,True
chainsaw,birds,free_field,25,1,37.04119982655925,Chainsaw,0.5711275339126587,0.5711275339126587,0.5711275339126587,True,True,True
chainsaw,birds,free_field,25,2,37.04119982655925,Chainsaw,0.6416951417922974,0.6416951417922974,0.6416951417922974,True,True,True
chainsaw,birds,free_field,50,0,31.020599913279625,Engine,0.21421346068382263,0.17028465867042542,0.21421346068382263,False,True,True
chainsaw,birds,free_field,50,1,31.020599913279625,Chainsaw,0.5679417252540588,0.5679417252540588,0.5679417252540588,True,True,True
chainsaw,birds,free_field,50,2,31.020599913279625,Chainsaw,0.6418469548225403,0.6418469548225403,0.6418469548225403,True,True,True
chainsaw,birds,free_field,100,0,25.0,Engine,0.22247394919395447,0.18256887793540955,0.22247394919395447,False,True,True
chainsaw,birds,free_field,100,1,25.0,Engine,0.5541738271713257,0.5392124056816101,0.5541738271713257,False,True,True
chainsaw,birds,free_field,100,2,25.0,Chainsaw,0.6362688541412354,0.6362688541412354,0.6362688541412354,True,True,True
chainsaw,birds,free_field,200,0,18.979400086720375,Engine,0.2254297286272049,0.20073166489601135,0.2254297286272049,False,True,True
chainsaw,birds,free_field,200,1,18.979400086720375,Engine,0.4971875548362732,0.49305540323257446,0.4971875548362732,False,True,True
chainsaw,birds,free_field,200,2,18.979400086720375,Chainsaw,0.6400813460350037,0.6400813460350037,0.6400813460350037,True,True,True
chainsaw,birds,free_field,500,0,11.020599913279625,Engine,0.22874274849891663,0.174019917845726,0.22874274849891663,False,True,True
chainsaw,birds,free_field,500,1,11.020599913279625,Engine,0.37997981905937195,0.3224063515663147,0.37997981905937195,False,True,True
chainsaw,birds,free_field,500,2,11.020599913279625,Chainsaw,0.6549674272537231,0.6549674272537231,0.6549674272537231,True,True,True
chainsaw,birds,free_field,1000,0,5.0,Engine,0.1915118396282196,0.13945138454437256,0.1915118396282196,False,True,True
chainsaw,birds,free_field,1000,1,5.0,Engine,0.3159888684749603,0.19416353106498718,0.3159888684749603,False,True,True
chainsaw,birds,free_field,1000,2,5.0,Chainsaw,0.5756891965866089,0.5756891965866089,0.5756891965866089,True,True,True
chainsaw,birds,forest,1,0,65.0,Engine,0.21465548872947693,0.17465755343437195,0.21465548872947693,False,True,True
chainsaw,birds,forest,1,1,65.0,Chainsaw,0.5706626176834106,0.5706626176834106,0.5706626176834106,True,True,True
chainsaw,birds,forest,1,2,65.0,Chainsaw,0.6406065225601196,0.6406065225601196,0.6406065225601196,True,True,True
chainsaw,birds,forest,5,0,50.82059991327962,Engine,0.21498890221118927,0.17482632398605347,0.21498890221118927,False,True,True
chainsaw,birds,forest,5,1,50.82059991327962,Engine,0.5672772526741028,0.5671442747116089,0.5672772526741028,False,True,True
chainsaw,birds,forest,5,2,50.82059991327962,Chainsaw,0.6406144499778748,0.6406144499778748,0.6406144499778748,True,True,True
chainsaw,birds,forest,10,0,44.55,Engine,0.215078204870224,0.1746717393398285,0.215078204870224,False,True,True
chainsaw,birds,forest,10,1,44.55,Engine,0.565976619720459,0.5649327635765076,0.565976619720459,False,True,True
chainsaw,birds,forest,10,2,44.55,Chainsaw,0.6406033635139465,0.6406033635139465,0.6406033635139465,True,True,True
chainsaw,birds,forest,25,0,35.84119982655925,Engine,0.21479709446430206,0.1724480390548706,0.21479709446430206,False,True,True
chainsaw,birds,forest,25,1,35.84119982655925,Chainsaw,0.571902334690094,0.571902334690094,0.571902334690094,True,True,True
chainsaw,birds,forest,25,2,35.84119982655925,Chainsaw,0.6423538327217102,0.6423538327217102,0.6423538327217102,True,True,True
chainsaw,birds,forest,50,0,28.570599913279622,Engine,0.2159169614315033,0.17274966835975647,0.2159169614315033,False,True,True
chainsaw,birds,forest,50,1,28.570599913279622,Engine,0.5631444454193115,0.5619121789932251,0.5631444454193115,False,True,True
chainsaw,birds,forest,50,2,28.570599913279622,Chainsaw,0.6396539211273193,0.6396539211273193,0.6396539211273193,True,True,True
chainsaw,birds,forest,100,0,20.049999999999997,Engine,0.22766736149787903,0.2003447711467743,0.22766736149787903,False,True,True
chainsaw,birds,forest,100,1,20.049999999999997,Engine,0.5162392854690552,0.5099690556526184,0.5162392854690552,False,True,True
chainsaw,birds,forest,100,2,20.049999999999997,Chainsaw,0.6381296515464783,0.6381296515464783,0.6381296515464783,True,True,True
chainsaw,birds,forest,200,0,9.029400086720372,Vehicle,0.21982605755329132,0.16594631969928741,0.21982605755329132,False,True,True
chainsaw,birds,forest,200,1,9.029400086720372,Engine,0.366765558719635,0.300169974565506,0.366765558719635,False,True,True
chainsaw,birds,forest,200,2,9.029400086720372,Chainsaw,0.6601879000663757,0.6601879000663757,0.6601879000663757,True,True,True
chainsaw,birds,forest,500,0,-13.929400086720378,Vehicle,0.3354112505912781,0.000473569001769647,0.3354112505912781,False,False,True
chainsaw,birds,forest,500,1,-13.929400086720378,Vehicle,0.40269023180007935,0.00022190544405020773,0.40269023180007935,False,False,True
chainsaw,birds,forest,500,2,-13.929400086720378,Speech,0.2140790969133377,0.027705201879143715,0.1523064523935318,False,False,True
chainsaw,birds,forest,1000,0,-44.95,Explosion,0.15636640787124634,0.001203669118694961,0.06041654944419861,False,False,False
chainsaw,birds,forest,1000,1,-44.95,Explosion,0.14548447728157043,0.0018937624990940094,0.060293495655059814,False,False,False
chainsaw,birds,forest,1000,2,-44.95,Explosion,0.15956303477287292,0.001057858346030116,0.06204701587557793,False,False,False
chainsaw,forest_night,free_field,1,0,80.0,Engine,0.21448269486427307,0.1744900643825531,0.21448269486427307,False,True,True
chainsaw,forest_night,free_field,1,1,80.0,Chainsaw,0.571144700050354,0.571144700050354,0.571144700050354,True,True,True
chainsaw,forest_night,free_field,1,2,80.0,Chainsaw,0.6406814455986023,0.6406814455986023,0.6406814455986023,True,True,True
chainsaw,forest_night,free_field,5,0,66.02059991327963,Engine,0.2144080400466919,0.1744486540555954,0.2144080400466919,False,True,True
chainsaw,forest_night,free_field,5,1,66.02059991327963,Chainsaw,0.571611762046814,0.571611762046814,0.571611762046814,True,True,True
chainsaw,forest_night,free_field,5,2,66.02059991327963,Chainsaw,0.6409204006195068,0.6409204006195068,0.6409204006195068,True,True,True
chainsaw,forest_night,free_field,10,0,60.0,Engine,0.21431055665016174,0.1744031012058258,0.21431055665016174,False,True,True
chainsaw,forest_night,free_field,10,1,60.0,Chainsaw,0.5720080137252808,0.5720080137252808,0.5720080137252808,True,True,True
chainsaw,forest_night,free_field,10,2,60.0,Chainsaw,0.6412314772605896,0.6412314772605896,0.6412314772605896,True,True,True
chainsaw,forest_night,free_field,25,0,52.04119982655925,Engine,0.21433229744434357,0.17433175444602966,0.21433229744434357,False,True,True
chainsaw,forest_night,free_field,25,1,52.04119982655925,Chainsaw,0.5715519189834595,0.5715519189834595,0.5715519189834595,True,True,True
chainsaw,forest_night,free_field,25,2,52.04119982655925,Chainsaw,0.6422591805458069,0.6422591805458069,0.6422591805458069,True,True,True
chainsaw,forest_night,free_field,50,0,46.020599913279625,Engine,0.21500268578529358,0.17430981993675232,0.21500268578529358,False,True,True
chainsaw,forest_night,free_field,50,1,46.020599913279625,Engine,0.5705288648605347,0.5701691508293152,0.5705288648605347,False,True,True
chainsaw,forest_night,free_field,50,2,46.020599913279625,Chainsaw,0.6437859535217285,0.6437859535217285,0.6437859535217285,True,True,True
chainsaw,forest_night,free_field,100,0,40.0,Engine,0.21696388721466064,0.17398440837860107,0.21696388721466064,False,True,True
chainsaw,forest_night,free_field,100,1,40.0,Engine,0.567362904548645,0.5660220980644226,0.567362904548645,False,True,True
chainsaw,forest_night,free_field,100,2,40.0,Chainsaw,0.6446303129196167,0.6446303129196167,0.6446303129196167,True,True,True
chainsaw,forest_night,free_field,200,0,33.979400086720375,Engine,0.21769818663597107,0.1725570410490036,0.21769818663597107,False,True,True
chainsaw,forest_night,free_field,200,1,33.979400086720375,Engine,0.5642828345298767,0.5631201863288879,0.5642828345298767,False,True,True
chainsaw,forest_night,free_field,200,2,33.979400086720375,Chainsaw,0.6459786295890808,0.6459786295890808,0.6459786295890808,True,True,True
chainsaw,forest_night,free_field,500,0,26.020599913279625,Vehicle,0.2150059938430786,0.16367590427398682,0.2150059938430786,False,True,True
chainsaw,forest_night,free_field,500,1,26.020599913279625,Chainsaw,0.5410400032997131,0.5410400032997131,0.5410400032997131,True,True,True
chainsaw,forest_night,free_field,500,2,26.020599913279625,Chainsaw,0.6159635782241821,0.6159635782241821,0.6159635782241821,True,True,True
chainsaw,forest_night,free_field,1000,0,20.0,Engine,0.2171572744846344,0.16320975124835968,0.2171572744846344,False,True,True
chainsaw,forest_night,free_field,1000,1,20.0,Chainsaw,0.4933153986930847,0.4933153986930847,0.4933153986930847,True,True,True
chainsaw,forest_night,free_field,1000,2,20.0,Chainsaw,0.5512136220932007,0.5512136220932007,0.5512136220932007,True,True,True
chainsaw,forest_night,forest,1,0,80.0,Engine,0.21448269486427307,0.1744900643825531,0.21448269486427307,False,True,True
chainsaw,forest_night,forest,1,1,80.0,Chainsaw,0.571144700050354,0.571144700050354,0.571144700050354,True,True,True
chainsaw,forest_night,forest,1,2,80.0,Chainsaw,0.6406814455986023,0.6406814455986023,0.6406814455986023,True,True,True
chainsaw,forest_night,forest,5,0,65.82059991327962,Engine,0.2144063413143158,0.17444783449172974,0.2144063413143158,False,True,True
chainsaw,forest_night,forest,5,1,65.82059991327962,Chainsaw,0.5716242790222168,0.5716242790222168,0.5716242790222168,True,True,True
chainsaw,forest_night,forest,5,2,65.82059991327962,Chainsaw,0.640926718711853,0.640926718711853,0.640926718711853,True,True,True
chainsaw,forest_night,forest,10,0,59.55,Engine,0.21430298686027527,0.17439724504947662,0.21430298686027527,False,True,True
chainsaw,forest_night,forest,10,1,59.55,Chainsaw,0.5720210671424866,0.5720210671424866,0.5720210671424866,True,True,True
chainsaw,forest_night,forest,10,2,59.55,Chainsaw,0.6412654519081116,0.6412654519081116,0.6412654519081116,True,True,True
chainsaw,forest_night,forest,25,0,50.84119982655925,Engine,0.21439485251903534,0.17433425784111023,0.21439485251903534,False,True,True
chainsaw,forest_night,forest,25,1,50.84119982655925,Chainsaw,0.5713268518447876,0.5713268518447876,0.5713268518447876,True,True,True
chainsaw,forest_night,forest,25,2,50.84119982655925,Chainsaw,0.6425410509109497,0.6425410509109497,0.6425410509109497,True,True,True
chainsaw,forest_night,forest,50,0,43.57059991327962,Engine,0.21576663851737976,0.17423130571842194,0.21576663851737976,False,True,True
chainsaw,forest_night,forest,50,1,43.57059991327962,Engine,0.5692541599273682,0.5686254501342773,0.5692541599273682,False,True,True
chainsaw,forest_night,forest,50,2,43.57059991327962,Chainsaw,0.6438890099525452,0.6438890099525452,0.6438890099525452,True,True,True
chainsaw,forest_night,forest,100,0,35.05,Engine,0.2177896499633789,0.1730417013168335,0.2177896499633789,False,True,True
chainsaw,forest_night,forest,100,1,35.05,Engine,0.5650368928909302,0.5628172755241394,0.5650368928909302,False,True,True
chainsaw,forest_night,forest,100,2,35.05,Chainsaw,0.645469605922699,0.645469605922699,0.645469605922699,True,True,True
chainsaw,forest_night,forest,200,0,24.029400086720372,Engine,0.20917873084545135,0.16418001055717468,0.20917873084545135,False,True,True
chainsaw,forest_night,forest,200,1,24.029400086720372,Chainsaw,0.5288649797439575,0.5288649797439575,0.5288649797439575,True,True,True
chainsaw,forest_night,forest,200,2,24.029400086720372,Chainsaw,0.5975037813186646,0.5975037813186646,0.5975037813186646,True,True,True
chainsaw,forest_night,forest,500,0,1.0705999132796222,Alarm,0.44018682837486267,0.06303727626800537,0.10642401874065399,False,False,True
chainsaw,forest_night,forest,500,1,1.0705999132796222,Engine,0.49295639991760254,0.4238329529762268,0.49295639991760254,False,True,True
chainsaw,forest_night,forest,500,2,1.0705999132796222,Motorcycle,0.31397750973701477,0.22150178253650665,0.29227781295776367,False,True,True
chainsaw,forest_night,forest,1000,0,-29.950000000000003,Vehicle,0.31436750292778015,0.00168576929718256,0.31436750292778015,False,False,True
chainsaw,forest_night,forest,1000,1,-29.950000000000003,Vehicle,0.2847348749637604,0.0012271908344700933,0.2847348749637604,False,False,True
chainsaw,forest_night,forest,1000,2,-29.950000000000003,Vehicle,0.3351497948169708,0.0023714934941381216,0.3351497948169708,False,False,True
chainsaw,river,free_field,1,0,50.0,Engine,0.2151746302843094,0.17584843933582306,0.2151746302843094,False,True,True
chainsaw,river,free_field,1,1,50.0,Engine,0.566364049911499,0.5651556849479675,0.566364049911499,False,True,True
chainsaw,river,free_field,1,2,50.0,Chainsaw,0.6385692358016968,0.6385692358016968,0.6385692358016968,True,True,True
chainsaw,river,free_field,5,0,36.020599913279625,Engine,0.2055576592683792,0.1635727733373642,0.2055576592683792,False,True,True
chainsaw,river,free_field,5,1,36.020599913279625,Engine,0.5646253824234009,0.5602474212646484,0.5646253824234009,False,True,True
chainsaw,river,free_field,5,2,36.020599913279625,Chainsaw,0.6317492127418518,0.6317492127418518,0.6317492127418518,True,True,True
