filename,target_class,background_class,snr_db,predicted_class,alert_label,confidence,combined_confidence,confidence_gate,target_score,correct,prob_chainsaw,prob_gunshot,prob_engine,prob_axe,prob_fire,prob_background
chainsaw_forest_night_snr+0_s07.wav,chainsaw,forest_night,0,chainsaw,chainsaw,0.956040620803833,0.956040620803833,alert,0.956040620803833,True,0.956040620803833,0.015575901605188847,0.007070883177220821,0.008343816734850407,0.005151970311999321,0.007816803641617298
chainsaw_forest_night_snr-5_s00.wav,chainsaw,forest_night,-5,chainsaw,chainsaw,0.7058756947517395,0.7058756947517395,alert,0.7058756947517395,True,0.7058756947517395,0.03382241725921631,0.1846490204334259,0.01342626754194498,0.020115751773118973,0.04211083799600601
chainsaw_forest_night_snr-5_s09.wav,chainsaw,forest_night,-5,engine,engine,0.684173047542572,0.684173047542572,verify,0.10955504328012466,False,0.10955504328012466,0.01948980614542961,0.684173047542572,0.02681441232562065,0.03376070037484169,0.12620699405670166
chainsaw_forest_night_snr-10_s05.wav,chainsaw,forest_night,-10,engine,engine,0.8464077711105347,0.8464077711105347,alert,0.021735822781920433,False,0.021735822781920433,0.059398822486400604,0.8464077711105347,0.01377947349101305,0.03755386173725128,0.021124202758073807
chainsaw_forest_night_snr-10_s07.wav,chainsaw,forest_night,-10,engine,engine,0.8044119477272034,0.8044119477272034,alert,0.08677691221237183,False,0.08677691221237183,0.008406685665249825,0.8044119477272034,0.00612069945782423,0.06988905370235443,0.02439476177096367
chainsaw_river_snr+20_s01.wav,chainsaw,river,20,chainsaw,chainsaw,0.9793736934661865,0.9793736934661865,alert,0.9793736934661865,True,0.9793736934661865,0.008194784633815289,0.002599494531750679,0.0022581040393561125,0.0026941457763314247,0.004879719577729702
chainsaw_river_snr+20_s06.wav,chainsaw,river,20,chainsaw,chainsaw,0.9087830185890198,0.9087830185890198,alert,0.9087830185890198,True,0.9087830185890198,0.012092102319002151,0.016145944595336914,0.027338525280356407,0.01844864897429943,0.01719171553850174
chainsaw_river_snr+20_s07.wav,chainsaw,river,20,chainsaw,chainsaw,0.9398020505905151,0.9398020505905151,alert,0.9398020505905151,True,0.9398020505905151,0.008108335547149181,0.010665705427527428,0.02357674576342106,0.009832152165472507,0.008015074767172337
chainsaw_river_snr+15_s04.wav,chainsaw,river,15,chainsaw,chainsaw,0.9497042894363403,0.9497042894363403,alert,0.9497042894363403,True,0.9497042894363403,0.016785919666290283,0.009627225808799267,0.004659617319703102,0.009640952572226524,0.009581930935382843
chainsaw_river_snr+15_s07.wav,chainsaw,river,15,engine,engine,0.49078768491744995,0.49078768491744995,verify,0.23505830764770508,False,0.23505830764770508,0.14091534912586212,0.49078768491744995,0.0668879896402359,0.017269495874643326,0.04908113181591034
chainsaw_river_snr+5_s05.wav,chainsaw,river,5,chainsaw,chainsaw,0.9672322273254395,0.9672322273254395,alert,0.9672322273254395,True,0.9672322273254395,0.004084744956344366,0.012218520976603031,0.007946369238197803,0.003944077994674444,0.00457399757578969
chainsaw_river_snr+0_s05.wav,chainsaw,river,0,chainsaw,chainsaw,0.9225682020187378,0.9225682020187378,alert,0.9225682020187378,True,0.9225682020187378,0.010872023180127144,0.028041722252964973,0.010379569604992867,0.010018480010330677,0.018120048567652702
chainsaw_river_snr-5_s05.wav,chainsaw,river,-5,chainsaw,chainsaw,0.9668248891830444,0.9668248891830444,alert,0.9668248891830444,True,0.9668248891830444,0.012536421418190002,0.004787725396454334,0.003027674974873662,0.007364501710981131,0.0054587144404649734
chainsaw_river_snr-10_s00.wav,chainsaw,river,-10,chainsaw,chainsaw,0.9143791198730469,0.9143791198730469,alert,0.9143791198730469,True,0.9143791198730469,0.016039498150348663,0.03278080001473427,0.006993552204221487,0.014921718277037144,0.014885347336530685
chainsaw_river_snr-10_s03.wav,chainsaw,river,-10,chainsaw,chainsaw,0.5708330869674683,0.5708330869674683,verify,0.5708330869674683,True,0.5708330869674683,0.0354410856962204,0.2567867040634155,0.030363313853740692,0.08427084237337112,0.02230500616133213
chainsaw_river_snr-10_s07.wav,chainsaw,river,-10,chainsaw,chainsaw,0.8235874772071838,0.8235874772071838,alert,0.8235874772071838,True,0.8235874772071838,0.013746663928031921,0.08915355801582336,0.04776829481124878,0.004584406968206167,0.02115962654352188
chainsaw_silence_snr+20_s00.wav,chainsaw,silence,20,chainsaw,chainsaw,0.9168946743011475,0.9168946743011475,alert,0.9168946743011475,True,0.9168946743011475,0.00700699258595705,0.03463311120867729,0.020540084689855576,0.003987850155681372,0.016937173902988434
chainsaw_silence_snr+20_s02.wav,chainsaw,silence,20,chainsaw,chainsaw,0.8970281481742859,0.8970281481742859,alert,0.8970281481742859,True,0.8970281481742859,0.03573741391301155,0.014931290410459042,0.008727403357625008,0.020389899611473083,0.02318585105240345
chainsaw_silence_snr+20_s08.wav,chainsaw,silence,20,chainsaw,chainsaw,0.9600663185119629,0.9600663185119629,alert,0.9600663185119629,True,0.9600663185119629,0.01054113358259201,0.0044380673207342625,0.011560405604541302,0.007272198796272278,0.006121946033090353
chainsaw_silence_snr+15_s05.wav,chainsaw,silence,15,chainsaw,chainsaw,0.8479824066162109,0.8479824066162109,alert,0.8479824066162109,True,0.8479824066162109,0.018562400713562965,0.03305521979928017,0.038283821195364,0.03491542488336563,0.027200765907764435
chainsaw_silence_snr+10_s09.wav,chainsaw,silence,10,chainsaw,chainsaw,0.8198639750480652,0.8198639750480652,alert,0.8198639750480652,True,0.8198639750480652,0.04966890439391136,0.042916420847177505,0.049874767661094666,0.023419756442308426,0.014256143942475319
chainsaw_silence_snr+5_s00.wav,chainsaw,silence,5,chainsaw,chainsaw,0.9162179231643677,0.9162179231643677,alert,0.9162179231643677,True,0.9162179231643677,0.020853040739893913,0.019788414239883423,0.009084504097700119,0.012882120907306671,0.02117394097149372
chainsaw_silence_snr+5_s03.wav,chainsaw,silence,5,chainsaw,chainsaw,0.9529050588607788,0.9529050588607788,alert,0.9529050588607788,True,0.9529050588607788,0.013276736252009869,0.0050794342532753944,0.014269032515585423,0.006837065331637859,0.007632696535438299
chainsaw_silence_snr+5_s06.wav,chainsaw,silence,5,chainsaw,chainsaw,0.952553391456604,0.952553391456604,alert,0.952553391456604,True,0.952553391456604,0.014361957088112831,0.0048502907156944275,0.014796847477555275,0.007777620572596788,0.005659923888742924
chainsaw_silence_snr+0_s06.wav,chainsaw,silence,0,chainsaw,chainsaw,0.8477559685707092,0.8477559685707092,alert,0.8477559685707092,True,0.8477559685707092,0.005564108490943909,0.09010841697454453,0.017154105007648468,0.008171875961124897,0.031245509162545204
chainsaw_silence_snr+0_s07.wav,chainsaw,silence,0,chainsaw,chainsaw,0.7678918242454529,0.7678918242454529,alert,0.7678918242454529,True,0.7678918242454529,0.012963099405169487,0.13706064224243164,0.02932644635438919,0.015999656170606613,0.03675823286175728
chainsaw_silence_snr-10_s04.wav,chainsaw,silence,-10,engine,engine,0.5107026696205139,0.5107026696205139,verify,0.24683459103107452,False,0.24683459103107452,0.03287522494792938,0.5107026696205139,0.012438280507922173,0.05625403672456741,0.14089520275592804
chainsaw_silence_snr-10_s07.wav,chainsaw,silence,-10,background,background,0.7520726919174194,0.7520726919174194,alert,0.04188449680805206,False,0.04188449680805206,0.008225036785006523,0.037132345139980316,0.012954442761838436,0.14773106575012207,0.7520726919174194
gunshot_rain_snr+20_s04.wav,gunshot,rain,20,gunshot,gunshot,0.858557939529419,0.858557939529419,alert,0.858557939529419,True,0.010895702987909317,0.858557939529419,0.037154797464609146,0.02307892218232155,0.015668107196688652,0.05464465171098709
gunshot_rain_snr+20_s08.wav,gunshot,rain,20,gunshot,gunshot,0.9162900447845459,0.9162900447845459,alert,0.9162900447845459,True,0.008827847428619862,0.9162900447845459,0.010078796185553074,0.044922683387994766,0.011446402408182621,0.008434129878878593
gunshot_rain_snr+15_s00.wav,gunshot,rain,15,gunshot,gunshot,0.9756293892860413,0.9756293892860413,alert,0.9756293892860413,True,0.00401765713468194,0.9756293892860413,0.005849361885339022,0.006899088621139526,0.004757799208164215,0.0028467983938753605
gunshot_rain_snr+15_s01.wav,gunshot,rain,15,gunshot,gunshot,0.9443503022193909,0.9443503022193909,alert,0.9443503022193909,True,0.0060890717431902885,0.9443503022193909,0.015593181364238262,0.01927175000309944,0.00893242284655571,0.005763266235589981
gunshot_rain_snr+10_s04.wav,gunshot,rain,10,gunshot,gunshot,0.8409693837165833,0.8409693837165833,alert,0.8409693837165833,True,0.022064128890633583,0.8409693837165833,0.021583208814263344,0.0671977624297142,0.02692626602947712,0.021259253844618797
gunshot_rain_snr+10_s08.wav,gunshot,rain,10,gunshot,gunshot,0.904704749584198,0.904704749584198,alert,0.904704749584198,True,0.017037026584148407,0.904704749584198,0.025168035179376602,0.0048482995480299,0.01965874619781971,0.02858305349946022
gunshot_rain_snr+10_s09.wav,gunshot,rain,10,gunshot,gunshot,0.9389897584915161,0.9389897584915161,alert,0.9389897584915161,True,0.011570927686989307,0.9389897584915161,0.010491483844816685,0.007445721887052059,0.013915708288550377,0.01758626475930214
gunshot_rain_snr+5_s00.wav,gunshot,rain,5,gunshot,gunshot,0.9741072058677673,0.9741072058677673,alert,0.9741072058677673,True,0.0015556415310129523,0.9741072058677673,0.004733413923531771,0.005720664747059345,0.004234028980135918,0.009648964740335941
gunshot_rain_snr+5_s06.wav,gunshot,rain,5,gunshot,gunshot,0.8936660289764404,0.8936660289764404,alert,0.8936660289764404,True,0.028910955414175987,0.8936660289764404,0.012905869632959366,0.0107627147808671,0.03573518618941307,0.01801915094256401
gunshot_rain_snr+5_s08.wav,gunshot,rain,5,gunshot,gunshot,0.6372110247612,0.6372110247612,verify,0.6372110247612,True,0.018601760268211365,0.6372110247612,0.04053019732236862,0.029825545847415924,0.03663266822695732,0.23719879984855652
gunshot_rain_snr+0_s05.wav,gunshot,rain,0,gunshot,gunshot,0.8455521464347839,0.8455521464347839,alert,0.8455521464347839,True,0.03944949805736542,0.8455521464347839,0.028511950746178627,0.039708152413368225,0.021686533465981483,0.025091711431741714
gunshot_rain_snr-10_s02.wav,gunshot,rain,-10,gunshot,gunshot,0.9478877782821655,0.9478877782821655,alert,0.9478877782821655,True,0.0009433683007955551,0.9478877782821655,0.02220914512872696,0.0021632870193570852,0.002185423858463764,0.02461094595491886
gunshot_rain_snr-10_s09.wav,gunshot,rain,-10,gunshot,gunshot,0.9644573330879211,0.9644573330879211,alert,0.9644573330879211,True,0.0013498723274096847,0.9644573330879211,0.019242487847805023,0.0025607964489609003,0.005093463696539402,0.0072961123660206795
gunshot_wind_snr+20_s01.wav,gunshot,wind,20,gunshot,gunshot,0.9187929630279541,0.9187929630279541,alert,0.9187929630279541,True,0.024662813171744347,0.9187929630279541,0.011578996665775776,0.010206892155110836,0.022572560235857964,0.012185797095298767
gunshot_wind_snr+15_s08.wav,gunshot,wind,15,gunshot,gunshot,0.9683024883270264,0.9683024883270264,alert,0.9683024883270264,True,0.007760897744446993,0.9683024883270264,0.005242254119366407,0.00564581761136651,0.00732465973123908,0.0057238261215388775
gunshot_wind_snr+15_s09.wav,gunshot,wind,15,gunshot,gunshot,0.8653197884559631,0.8653197884559631,alert,0.8653197884559631,True,0.01851976476609707,0.8653197884559631,0.041129183024168015,0.01159319095313549,0.013856488279998302,0.04958157241344452
gunshot_wind_snr+10_s00.wav,gunshot,wind,10,gunshot,gunshot,0.9198554754257202,0.9198554754257202,alert,0.9198554754257202,True,0.027881192043423653,0.9198554754257202,0.008241469971835613,0.007973206229507923,0.020820200443267822,0.015228469856083393
gunshot_wind_snr+10_s02.wav,gunshot,wind,10,gunshot,gunshot,0.9181983470916748,0.9181983470916748,alert,0.9181983470916748,True,0.011981652118265629,0.9181983470916748,0.006297295913100243,0.036075085401535034,0.019890012219548225,0.007557489909231663
gunshot_wind_snr+10_s03.wav,gunshot,wind,10,gunshot,gunshot,0.9627790451049805,0.9627790451049805,alert,0.9627790451049805,True,0.007480531465262175,0.9627790451049805,0.008849351666867733,0.007602891884744167,0.004974784795194864,0.008313429541885853
gunshot_wind_snr+10_s06.wav,gunshot,wind,10,gunshot,gunshot,0.9195197820663452,0.9195197820663452,alert,0.9195197820663452,True,0.011997968889772892,0.9195197820663452,0.013132015243172646,0.023599229753017426,0.018983136862516403,0.012767916545271873
gunshot_wind_snr+5_s00.wav,gunshot,wind,5,gunshot,gunshot,0.8940867781639099,0.8940867781639099,alert,0.8940867781639099,True,0.016698848456144333,0.8940867781639099,0.02707504853606224,0.014650021679699421,0.01106211356818676,0.036427225917577744
gunshot_wind_snr+5_s01.wav,gunshot,wind,5,gunshot,gunshot,0.970180332660675,0.970180332660675,alert,0.970180332660675,True,0.0032009845599532127,0.970180332660675,0.012926377356052399,0.002292073331773281,0.0027386273723095655,0.008661718107759953
gunshot_wind_snr+0_s04.wav,gunshot,wind,0,gunshot,gunshot,0.9867270588874817,0.9867270588874817,alert,0.9867270588874817,True,0.001041811192408204,0.9867270588874817,0.002744680270552635,0.002460816642269492,0.0020604212768375874,0.004965208005160093
gunshot_wind_snr+0_s05.wav,gunshot,wind,0,gunshot,gunshot,0.8964895009994507,0.8964895009994507,alert,0.8964895009994507,True,0.00781343411654234,0.8964895009994507,0.006325419060885906,0.015923164784908295,0.009024795144796371,0.06442365795373917
gunshot_wind_snr-5_s05.wav,gunshot,wind,-5,gunshot,gunshot,0.7500869631767273,0.7500869631767273,alert,0.7500869631767273,True,0.07175926864147186,0.7500869631767273,0.0515977144241333,0.014860115945339203,0.029754633083939552,0.08194126933813095
gunshot_wind_snr-10_s04.wav,gunshot,wind,-10,gunshot,gunshot,0.8428560495376587,0.8428560495376587,alert,0.8428560495376587,True,0.01748156175017357,0.8428560495376587,0.02707400918006897,0.01795949600636959,0.007903162389993668,0.08672582358121872
gunshot_wind_snr-10_s06.wav,gunshot,wind,-10,gunshot,gunshot,0.8107569813728333,0.8107569813728333,alert,0.8107569813728333,True,0.027550332248210907,0.8107569813728333,0.04253847897052765,0.012582458555698395,0.019351055845618248,0.08722075074911118
gunshot_birds_snr+20_s05.wav,gunshot,birds,20,gunshot,gunshot,0.9354041218757629,0.9354041218757629,alert,0.9354041218757629,True,0.010879242792725563,0.9354041218757629,0.017114488407969475,0.01186138391494751,0.009606236591935158,0.015134432353079319
gunshot_birds_snr+20_s07.wav,gunshot,birds,20,gunshot,gunshot,0.8948292136192322,0.8948292136192322,alert,0.8948292136192322,True,0.0219775028526783,0.8948292136192322,0.009945044293999672,0.02665363997220993,0.02734384872019291,0.01925067976117134
gunshot_birds_snr+15_s09.wav,gunshot,birds,15,gunshot,gunshot,0.9552015662193298,0.9552015662193298,alert,0.9552015662193298,True,0.010014827363193035,0.9552015662193298,0.006802711635828018,0.005859792698174715,0.011801701039075851,0.010319388471543789
gunshot_birds_snr+10_s01.wav,gunshot,birds,10,gunshot,gunshot,0.9521640539169312,0.9521640539169312,alert,0.9521640539169312,True,0.00439596688374877,0.9521640539169312,0.011823824606835842,0.0176545437425375,0.009415081702172756,0.004546492360532284
gunshot_birds_snr+10_s02.wav,gunshot,birds,10,gunshot,gunshot,0.9379035830497742,0.9379035830497742,alert,0.9379035830497742,True,0.004762685392051935,0.9379035830497742,0.02067238837480545,0.011137019842863083,0.01175021007657051,0.013774211518466473
gunshot_birds_snr+10_s03.wav,gunshot,birds,10,gunshot,gunshot,0.9474259614944458,0.9474259614944458,alert,0.9474259614944458,True,0.008740303106606007,0.9474259614944458,0.009979183785617352,0.008205631747841835,0.015533672645688057,0.010115185752511024
gunshot_birds_snr+10_s06.wav,gunshot,birds,10,gunshot,gunshot,0.8628385066986084,0.8628385066986084,alert,0.8628385066986084,True,0.02084512636065483,0.8628385066986084,0.04091987758874893,0.010134452022612095,0.02380264736711979,0.04145931079983711
gunshot_birds_snr+5_s04.wav,gunshot,birds,5,gunshot,gunshot,0.9140162467956543,0.9140162467956543,alert,0.9140162467956543,True,0.024458399042487144,0.9140162467956543,0.0068843774497509,0.006947545800358057,0.03236844390630722,0.015324952080845833
gunshot_birds_snr+0_s03.wav,gunshot,birds,0,gunshot,gunshot,0.958283543586731,0.958283543586731,alert,0.958283543586731,True,0.0020149201154708862,0.958283543586731,0.010349683463573456,0.004694758914411068,0.013651717454195023,0.011005429551005363
