filename,target_class,background_class,snr_db,predicted_class,alert_label,confidence,combined_confidence,target_score,correct,prob_chainsaw,prob_gunshot,prob_engine,prob_axe,prob_fire,prob_background
chainsaw_rain_snr+10_s02.wav,chainsaw,rain,10,chainsaw,chainsaw,0.8996735215187073,0.8996735215187073,0.8996735215187073,True,0.8996735215187073,0.023366179317235947,0.039228908717632294,0.012147266417741776,0.01114000752568245,0.014444170519709587
chainsaw_rain_snr+10_s03.wav,chainsaw,rain,10,chainsaw,chainsaw,0.9533233046531677,0.9533233046531677,0.9533233046531677,True,0.9533233046531677,0.010336118750274181,0.010118091478943825,0.007541601546108723,0.008443020284175873,0.010237975977361202
chainsaw_rain_snr+10_s04.wav,chainsaw,rain,10,chainsaw,chainsaw,0.9158312082290649,0.9158312082290649,0.9158312082290649,True,0.9158312082290649,0.016907166689634323,0.018817953765392303,0.012418031692504883,0.02073325589299202,0.015292433090507984
chainsaw_rain_snr+10_s05.wav,chainsaw,rain,10,chainsaw,chainsaw,0.9363957047462463,0.9363957047462463,0.9363957047462463,True,0.9363957047462463,0.011268828995525837,0.006219100672751665,0.013389539904892445,0.019584186375141144,0.013142596930265427
chainsaw_rain_snr+10_s06.wav,chainsaw,rain,10,chainsaw,chainsaw,0.9357402324676514,0.9357402324676514,0.9357402324676514,True,0.9357402324676514,0.008257909677922726,0.014101000502705574,0.010409390553832054,0.005777003243565559,0.025714462623000145
chainsaw_rain_snr+10_s07.wav,chainsaw,rain,10,chainsaw,chainsaw,0.9373959302902222,0.9373959302902222,0.9373959302902222,True,0.9373959302902222,0.018288645893335342,0.010814445093274117,0.015479479916393757,0.006081588100641966,0.01193996611982584
chainsaw_rain_snr+10_s08.wav,chainsaw,rain,10,chainsaw,chainsaw,0.8495997190475464,0.8495997190475464,0.8495997190475464,True,0.8495997190475464,0.04178747534751892,0.03296950086951256,0.021145924925804138,0.010952305980026722,0.04354505613446236
chainsaw_rain_snr+10_s09.wav,chainsaw,rain,10,chainsaw,chainsaw,0.9308648705482483,0.9308648705482483,0.9308648705482483,True,0.9308648705482483,0.027423912659287453,0.006242695264518261,0.007906179875135422,0.011212071403861046,0.016350317746400833
chainsaw_rain_snr+5_s00.wav,chainsaw,rain,5,chainsaw,chainsaw,0.5899256467819214,0.5899256467819214,0.5899256467819214,True,0.5899256467819214,0.037366725504398346,0.02097691223025322,0.04798232391476631,0.023150615394115448,0.28059783577919006
chainsaw_rain_snr+5_s01.wav,chainsaw,rain,5,chainsaw,chainsaw,0.949873149394989,0.949873149394989,0.949873149394989,True,0.949873149394989,0.010296722874045372,0.010282788425683975,0.009619960561394691,0.011014381423592567,0.008913068100810051
chainsaw_rain_snr+5_s02.wav,chainsaw,rain,5,chainsaw,chainsaw,0.9454529881477356,0.9454529881477356,0.9454529881477356,True,0.9454529881477356,0.01294006872922182,0.012666106224060059,0.005232410505414009,0.006088369991630316,0.01762002520263195
chainsaw_rain_snr+5_s03.wav,chainsaw,rain,5,chainsaw,chainsaw,0.9486658573150635,0.9486658573150635,0.9486658573150635,True,0.9486658573150635,0.010524428449571133,0.01039885450154543,0.005974920466542244,0.007509092800319195,0.01692676916718483
chainsaw_rain_snr+5_s04.wav,chainsaw,rain,5,chainsaw,chainsaw,0.9444465041160583,0.9444465041160583,0.9444465041160583,True,0.9444465041160583,0.011237163096666336,0.024959241971373558,0.007610369473695755,0.003318422008305788,0.00842837430536747
chainsaw_rain_snr+5_s05.wav,chainsaw,rain,5,chainsaw,chainsaw,0.948124349117279,0.948124349117279,0.948124349117279,True,0.948124349117279,0.01835421286523342,0.005923946388065815,0.0119097288697958,0.0072777653113007545,0.008410035632550716
chainsaw_rain_snr+5_s06.wav,chainsaw,rain,5,chainsaw,chainsaw,0.9515678286552429,0.9515678286552429,0.9515678286552429,True,0.9515678286552429,0.01115938276052475,0.007037486881017685,0.005505552981048822,0.014643223956227303,0.010086504742503166
chainsaw_rain_snr+5_s07.wav,chainsaw,rain,5,chainsaw,chainsaw,0.9765135645866394,0.9765135645866394,0.9765135645866394,True,0.9765135645866394,0.006903443951159716,0.0057579996064305305,0.0023929353337734938,0.002891609212383628,0.005540403537452221
chainsaw_rain_snr+5_s08.wav,chainsaw,rain,5,chainsaw,chainsaw,0.875944972038269,0.875944972038269,0.875944972038269,True,0.875944972038269,0.02067462168633938,0.044355977326631546,0.020593449473381042,0.014042564667761326,0.02438850700855255
chainsaw_rain_snr+5_s09.wav,chainsaw,rain,5,chainsaw,chainsaw,0.9378696084022522,0.9378696084022522,0.9378696084022522,True,0.9378696084022522,0.018434341996908188,0.007085239980369806,0.01115830335766077,0.004502694588154554,0.020949777215719223
chainsaw_rain_snr+0_s00.wav,chainsaw,rain,0,chainsaw,chainsaw,0.9351634383201599,0.9351634383201599,0.9351634383201599,True,0.9351634383201599,0.021492451429367065,0.0047714668326079845,0.014899746514856815,0.0078757144510746,0.015797054395079613
chainsaw_rain_snr+0_s01.wav,chainsaw,rain,0,chainsaw,chainsaw,0.8944427371025085,0.8944427371025085,0.8944427371025085,True,0.8944427371025085,0.027379043400287628,0.03770254924893379,0.012988943606615067,0.009176061488687992,0.018310634419322014
chainsaw_rain_snr+0_s02.wav,chainsaw,rain,0,chainsaw,chainsaw,0.9249953627586365,0.9249953627586365,0.9249953627586365,True,0.9249953627586365,0.017682425677776337,0.004940003156661987,0.023427430540323257,0.005627060774713755,0.023327674716711044
chainsaw_rain_snr+0_s03.wav,chainsaw,rain,0,chainsaw,chainsaw,0.7797267436981201,0.7797267436981201,0.7797267436981201,True,0.7797267436981201,0.018798673525452614,0.15004847943782806,0.009868322871625423,0.009838388301432133,0.0317193865776062
chainsaw_rain_snr+0_s04.wav,chainsaw,rain,0,chainsaw,chainsaw,0.8583967685699463,0.8583967685699463,0.8583967685699463,True,0.8583967685699463,0.00980428233742714,0.04285264015197754,0.033823929727077484,0.028824152424931526,0.02629815600812435
chainsaw_rain_snr+0_s05.wav,chainsaw,rain,0,chainsaw,chainsaw,0.8124248385429382,0.8124248385429382,0.8124248385429382,True,0.8124248385429382,0.028498150408267975,0.045045722275972366,0.029204878956079483,0.03477488458156586,0.050051454454660416
chainsaw_rain_snr+0_s06.wav,chainsaw,rain,0,chainsaw,chainsaw,0.8260902166366577,0.8260902166366577,0.8260902166366577,True,0.8260902166366577,0.029693691059947014,0.11168826371431351,0.009756583720445633,0.007179423701018095,0.01559186726808548
chainsaw_rain_snr+0_s07.wav,chainsaw,rain,0,chainsaw,chainsaw,0.861812174320221,0.861812174320221,0.861812174320221,True,0.861812174320221,0.011336487717926502,0.018919499590992928,0.030456114560365677,0.055098455399274826,0.022377237677574158
chainsaw_rain_snr+0_s08.wav,chainsaw,rain,0,chainsaw,chainsaw,0.8871843814849854,0.8871843814849854,0.8871843814849854,True,0.8871843814849854,0.02047055959701538,0.041165757924318314,0.017163624987006187,0.015782201662659645,0.01823337748646736
chainsaw_rain_snr+0_s09.wav,chainsaw,rain,0,chainsaw,chainsaw,0.846671998500824,0.846671998500824,0.846671998500824,True,0.846671998500824,0.010731278918683529,0.06192634999752045,0.01974428817629814,0.029835669323801994,0.03109031915664673
chainsaw_rain_snr-5_s00.wav,chainsaw,rain,-5,chainsaw,chainsaw,0.8951560854911804,0.8951560854911804,0.8951560854911804,True,0.8951560854911804,0.011676684021949768,0.021210212260484695,0.00869410764425993,0.01050401572138071,0.05275878310203552
chainsaw_rain_snr-5_s01.wav,chainsaw,rain,-5,engine,engine,0.41181665658950806,0.41181665658950806,0.05033894255757332,False,0.05033894255757332,0.032790783792734146,0.41181665658950806,0.05352182686328888,0.386512815952301,0.06501903384923935
chainsaw_rain_snr-5_s02.wav,chainsaw,rain,-5,engine,engine,0.40615805983543396,0.40615805983543396,0.39076149463653564,False,0.39076149463653564,0.044958990067243576,0.40615805983543396,0.025599904358386993,0.03179927542805672,0.1007222831249237
chainsaw_rain_snr-5_s03.wav,chainsaw,rain,-5,engine,engine,0.47757479548454285,0.47757479548454285,0.03940492868423462,False,0.03940492868423462,0.023814555257558823,0.47757479548454285,0.18533530831336975,0.12468361854553223,0.14918680489063263
chainsaw_rain_snr-5_s04.wav,chainsaw,rain,-5,fire,fire_or_impact,0.46450915932655334,0.5029765963554382,0.08425582200288773,False,0.08425582200288773,0.021721990779042244,0.3370264172554016,0.03846745193004608,0.46450915932655334,0.05401921644806862
chainsaw_rain_snr-5_s05.wav,chainsaw,rain,-5,background,background,0.37263238430023193,0.37263238430023193,0.06174230948090553,False,0.06174230948090553,0.09359247982501984,0.06416187435388565,0.23230601847171783,0.17556491494178772,0.37263238430023193
chainsaw_rain_snr-5_s06.wav,chainsaw,rain,-5,chainsaw,chainsaw,0.8361811637878418,0.8361811637878418,0.8361811637878418,True,0.8361811637878418,0.050529882311820984,0.02181803062558174,0.03194650635123253,0.02173493802547455,0.03778951242566109
chainsaw_rain_snr-5_s07.wav,chainsaw,rain,-5,chainsaw,chainsaw,0.7267506718635559,0.7267506718635559,0.7267506718635559,True,0.7267506718635559,0.01696622185409069,0.21268050372600555,0.010160485282540321,0.013040785677731037,0.0204013604670763
chainsaw_rain_snr-5_s08.wav,chainsaw,rain,-5,chainsaw,chainsaw,0.8073553442955017,0.8073553442955017,0.8073553442955017,True,0.8073553442955017,0.04190715774893761,0.03848612681031227,0.025945069268345833,0.021769488230347633,0.06453676521778107
chainsaw_rain_snr-5_s09.wav,chainsaw,rain,-5,fire,fire_or_impact,0.34404611587524414,0.4452669620513916,0.2682006359100342,False,0.2682006359100342,0.027539776638150215,0.1681150645017624,0.10122083127498627,0.34404611587524414,0.09087752550840378
chainsaw_rain_snr-10_s00.wav,chainsaw,rain,-10,background,background,0.6026964783668518,0.6026964783668518,0.059124235063791275,False,0.059124235063791275,0.06614997982978821,0.07720344513654709,0.0953790619969368,0.09944673627614975,0.6026964783668518
chainsaw_rain_snr-10_s01.wav,chainsaw,rain,-10,chainsaw,chainsaw,0.5728805661201477,0.5728805661201477,0.5728805661201477,True,0.5728805661201477,0.031017135828733444,0.09451586753129959,0.049011390656232834,0.04414316639304161,0.20843186974525452
chainsaw_rain_snr-10_s02.wav,chainsaw,rain,-10,chainsaw,chainsaw,0.6500037908554077,0.6500037908554077,0.6500037908554077,True,0.6500037908554077,0.015368210151791573,0.07664882391691208,0.10659986734390259,0.023137254640460014,0.12824207544326782
chainsaw_rain_snr-10_s03.wav,chainsaw,rain,-10,chainsaw,chainsaw,0.4881088137626648,0.4881088137626648,0.4881088137626648,True,0.4881088137626648,0.03889664262533188,0.28413182497024536,0.03365873172879219,0.0325535349547863,0.12265041470527649
chainsaw_rain_snr-10_s04.wav,chainsaw,rain,-10,fire,fire_or_impact,0.32088175415992737,0.3766019642353058,0.259804904460907,False,0.259804904460907,0.09647420793771744,0.12288171797990799,0.05572019889950752,0.32088175415992737,0.14423727989196777
chainsaw_rain_snr-10_s05.wav,chainsaw,rain,-10,chainsaw,chainsaw,0.4637543857097626,0.4637543857097626,0.4637543857097626,True,0.4637543857097626,0.03349420800805092,0.13682471215724945,0.16514486074447632,0.07287587970495224,0.12790602445602417
chainsaw_rain_snr-10_s06.wav,chainsaw,rain,-10,background,background,0.30275794863700867,0.30275794863700867,0.15124177932739258,False,0.15124177932739258,0.2270260751247406,0.24987268447875977,0.021481143310666084,0.04762035608291626,0.30275794863700867
chainsaw_rain_snr-10_s07.wav,chainsaw,rain,-10,background,background,0.3775041103363037,0.3775041103363037,0.17840926349163055,False,0.17840926349163055,0.016093607991933823,0.26957154273986816,0.054302480071783066,0.10411901772022247,0.3775041103363037
chainsaw_rain_snr-10_s08.wav,chainsaw,rain,-10,background,background,0.6143590211868286,0.6143590211868286,0.2451750934123993,False,0.2451750934123993,0.04501801356673241,0.05466100946068764,0.021709460765123367,0.019077438861131668,0.6143590211868286
chainsaw_rain_snr-10_s09.wav,chainsaw,rain,-10,background,background,0.3366137146949768,0.3366137146949768,0.1902035027742386,False,0.1902035027742386,0.08941274881362915,0.2308678925037384,0.045406464487314224,0.1074957549571991,0.3366137146949768
chainsaw_wind_snr+20_s00.wav,chainsaw,wind,20,chainsaw,chainsaw,0.9323171973228455,0.9323171973228455,0.9323171973228455,True,0.9323171973228455,0.021904174238443375,0.015242733992636204,0.00926077738404274,0.0075617036782205105,0.013713358901441097
chainsaw_wind_snr+20_s01.wav,chainsaw,wind,20,chainsaw,chainsaw,0.9190818667411804,0.9190818667411804,0.9190818667411804,True,0.9190818667411804,0.020638445392251015,0.019176475703716278,0.013968450017273426,0.010352631099522114,0.01678224466741085
chainsaw_wind_snr+20_s02.wav,chainsaw,wind,20,chainsaw,chainsaw,0.9036781787872314,0.9036781787872314,0.9036781787872314,True,0.9036781787872314,0.01455689687281847,0.032298874109983444,0.021495113149285316,0.011845981702208519,0.016124822199344635
chainsaw_wind_snr+20_s03.wav,chainsaw,wind,20,chainsaw,chainsaw,0.9311381578445435,0.9311381578445435,0.9311381578445435,True,0.9311381578445435,0.01567642018198967,0.011861547827720642,0.019154109060764313,0.01259915716946125,0.009570474736392498
chainsaw_wind_snr+20_s04.wav,chainsaw,wind,20,chainsaw,chainsaw,0.9461283683776855,0.9461283683776855,0.9461283683776855,True,0.9461283683776855,0.009862725622951984,0.007812675088644028,0.015327995643019676,0.008638602681457996,0.012229637242853642
chainsaw_wind_snr+20_s05.wav,chainsaw,wind,20,chainsaw,chainsaw,0.9371221661567688,0.9371221661567688,0.9371221661567688,True,0.9371221661567688,0.020016534253954887,0.0195914376527071,0.007248012814670801,0.006566992495208979,0.009454872459173203
chainsaw_wind_snr+20_s06.wav,chainsaw,wind,20,chainsaw,chainsaw,0.9393401145935059,0.9393401145935059,0.9393401145935059,True,0.9393401145935059,0.020618097856640816,0.008663225919008255,0.0073257251642644405,0.01011290866881609,0.013939958065748215
chainsaw_wind_snr+20_s07.wav,chainsaw,wind,20,chainsaw,chainsaw,0.9069611430168152,0.9069611430168152,0.9069611430168152,True,0.9069611430168152,0.02496875822544098,0.01963178999722004,0.00813889130949974,0.011320981197059155,0.028978483751416206
chainsaw_wind_snr+20_s08.wav,chainsaw,wind,20,chainsaw,chainsaw,0.954927921295166,0.954927921295166,0.954927921295166,True,0.954927921295166,0.01424636784940958,0.006453704088926315,0.01159786619246006,0.005123302806168795,0.007650822401046753
chainsaw_wind_snr+20_s09.wav,chainsaw,wind,20,chainsaw,chainsaw,0.9308974146842957,0.9308974146842957,0.9308974146842957,True,0.9308974146842957,0.02499750629067421,0.010232657194137573,0.0070212725549936295,0.010018249973654747,0.016832927241921425
chainsaw_wind_snr+15_s00.wav,chainsaw,wind,15,chainsaw,chainsaw,0.9344969391822815,0.9344969391822815,0.9344969391822815,True,0.9344969391822815,0.013354326598346233,0.0085945138707757,0.010035177692770958,0.011115680448710918,0.022403502836823463
chainsaw_wind_snr+15_s01.wav,chainsaw,wind,15,chainsaw,chainsaw,0.9443224668502808,0.9443224668502808,0.9443224668502808,True,0.9443224668502808,0.01925346814095974,0.005018829833716154,0.01048560906201601,0.011348328553140163,0.009571345522999763
chainsaw_wind_snr+15_s02.wav,chainsaw,wind,15,chainsaw,chainsaw,0.891299307346344,0.891299307346344,0.891299307346344,True,0.891299307346344,0.0212359968572855,0.03044617362320423,0.0212472602725029,0.017995011061429977,0.01777620241045952
chainsaw_wind_snr+15_s03.wav,chainsaw,wind,15,chainsaw,chainsaw,0.9375802278518677,0.9375802278518677,0.9375802278518677,True,0.9375802278518677,0.02138371206820011,0.00926260370761156,0.009242740459740162,0.010466971434652805,0.01206371933221817
chainsaw_wind_snr+15_s04.wav,chainsaw,wind,15,chainsaw,chainsaw,0.9632748961448669,0.9632748961448669,0.9632748961448669,True,0.9632748961448669,0.010454320348799229,0.009108350612223148,0.005661113653331995,0.004031627904623747,0.007469630800187588
chainsaw_wind_snr+15_s05.wav,chainsaw,wind,15,chainsaw,chainsaw,0.9147471189498901,0.9147471189498901,0.9147471189498901,True,0.9147471189498901,0.02448076568543911,0.016241300851106644,0.007646935060620308,0.0099464887753129,0.02693733014166355
chainsaw_wind_snr+15_s06.wav,chainsaw,wind,15,chainsaw,chainsaw,0.958631694316864,0.958631694316864,0.958631694316864,True,0.958631694316864,0.006463372148573399,0.01624162495136261,0.006551982834935188,0.0033794716000556946,0.00873195007443428
chainsaw_wind_snr+15_s07.wav,chainsaw,wind,15,chainsaw,chainsaw,0.9365166425704956,0.9365166425704956,0.9365166425704956,True,0.9365166425704956,0.018291695043444633,0.011977544985711575,0.010092660784721375,0.01033841259777546,0.012783072888851166
chainsaw_wind_snr+15_s08.wav,chainsaw,wind,15,chainsaw,chainsaw,0.9683988690376282,0.9683988690376282,0.9683988690376282,True,0.9683988690376282,0.008315905928611755,0.004615953657776117,0.012868503108620644,0.0028523120563477278,0.0029485104605555534
chainsaw_wind_snr+15_s09.wav,chainsaw,wind,15,chainsaw,chainsaw,0.9061598181724548,0.9061598181724548,0.9061598181724548,True,0.9061598181724548,0.017849113792181015,0.026678308844566345,0.01778544671833515,0.01642957329750061,0.01509772427380085
chainsaw_wind_snr+10_s00.wav,chainsaw,wind,10,chainsaw,chainsaw,0.9396834969520569,0.9396834969520569,0.9396834969520569,True,0.9396834969520569,0.007888718508183956,0.01166992262005806,0.015851980075240135,0.00809995923191309,0.016805898398160934
chainsaw_wind_snr+10_s01.wav,chainsaw,wind,10,chainsaw,chainsaw,0.9068966507911682,0.9068966507911682,0.9068966507911682,True,0.9068966507911682,0.022574685513973236,0.03498125448822975,0.011182237416505814,0.011644710786640644,0.012720461934804916
chainsaw_wind_snr+10_s02.wav,chainsaw,wind,10,chainsaw,chainsaw,0.966726541519165,0.966726541519165,0.966726541519165,True,0.966726541519165,0.007477835286408663,0.00689665786921978,0.005890855565667152,0.005181822460144758,0.007826239801943302
chainsaw_wind_snr+10_s03.wav,chainsaw,wind,10,chainsaw,chainsaw,0.8822691440582275,0.8822691440582275,0.8822691440582275,True,0.8822691440582275,0.018201032653450966,0.043628592044115067,0.019692616537213326,0.019777726382017136,0.016430843621492386
chainsaw_wind_snr+10_s04.wav,chainsaw,wind,10,chainsaw,chainsaw,0.9037225246429443,0.9037225246429443,0.9037225246429443,True,0.9037225246429443,0.021338872611522675,0.02523735910654068,0.024350039660930634,0.014431710354983807,0.010919572785496712
chainsaw_wind_snr+10_s05.wav,chainsaw,wind,10,chainsaw,chainsaw,0.9350701570510864,0.9350701570510864,0.9350701570510864,True,0.9350701570510864,0.011788489297032356,0.017204366624355316,0.008425380103290081,0.012286975048482418,0.01522454060614109
chainsaw_wind_snr+10_s06.wav,chainsaw,wind,10,chainsaw,chainsaw,0.9680008292198181,0.9680008292198181,0.9680008292198181,True,0.9680008292198181,0.006246635224670172,0.008584325201809406,0.006363302934914827,0.0037087167147547007,0.007096134126186371
chainsaw_wind_snr+10_s07.wav,chainsaw,wind,10,chainsaw,chainsaw,0.9362531304359436,0.9362531304359436,0.9362531304359436,True,0.9362531304359436,0.022509779781103134,0.010396747849881649,0.013492707163095474,0.008081603795289993,0.009266090579330921
chainsaw_wind_snr+10_s08.wav,chainsaw,wind,10,chainsaw,chainsaw,0.9333969354629517,0.9333969354629517,0.9333969354629517,True,0.9333969354629517,0.016720127314329147,0.013840846717357635,0.016930358484387398,0.011112282983958721,0.007999439723789692
chainsaw_wind_snr+10_s09.wav,chainsaw,wind,10,chainsaw,chainsaw,0.9401700496673584,0.9401700496673584,0.9401700496673584,True,0.9401700496673584,0.027103951200842857,0.009892544709146023,0.007403714116662741,0.004111656453460455,0.011318120174109936
chainsaw_wind_snr+5_s00.wav,chainsaw,wind,5,chainsaw,chainsaw,0.872052788734436,0.872052788734436,0.872052788734436,True,0.872052788734436,0.061802029609680176,0.019734347239136696,0.026056980714201927,0.007904921658337116,0.01244895625859499
chainsaw_wind_snr+5_s01.wav,chainsaw,wind,5,chainsaw,chainsaw,0.8846025466918945,0.8846025466918945,0.8846025466918945,True,0.8846025466918945,0.028430838137865067,0.03343572840094566,0.016479944810271263,0.010967526584863663,0.02608340233564377
chainsaw_wind_snr+5_s02.wav,chainsaw,wind,5,chainsaw,chainsaw,0.9134696125984192,0.9134696125984192,0.9134696125984192,True,0.9134696125984192,0.015256848186254501,0.024895289912819862,0.0256587415933609,0.00839636567980051,0.012323151342570782
chainsaw_wind_snr+5_s03.wav,chainsaw,wind,5,chainsaw,chainsaw,0.9159820079803467,0.9159820079803467,0.9159820079803467,True,0.9159820079803467,0.00903322920203209,0.052275802940130234,0.00401970325037837,0.006428844761103392,0.012260425835847855
chainsaw_wind_snr+5_s04.wav,chainsaw,wind,5,chainsaw,chainsaw,0.9362643957138062,0.9362643957138062,0.9362643957138062,True,0.9362643957138062,0.01621139794588089,0.014297226443886757,0.008478152565658092,0.009806100279092789,0.01494266651570797
chainsaw_wind_snr+5_s05.wav,chainsaw,wind,5,chainsaw,chainsaw,0.8960882425308228,0.8960882425308228,0.8960882425308228,True,0.8960882425308228,0.018515806645154953,0.037194956094026566,0.023740561679005623,0.009280192665755749,0.01518021710216999
chainsaw_wind_snr+5_s06.wav,chainsaw,wind,5,chainsaw,chainsaw,0.9295539259910583,0.9295539259910583,0.9295539259910583,True,0.9295539259910583,0.00960476603358984,0.01980838179588318,0.013972239568829536,0.01789548061788082,0.009165176190435886
chainsaw_wind_snr+5_s07.wav,chainsaw,wind,5,chainsaw,chainsaw,0.9491187930107117,0.9491187930107117,0.9491187930107117,True,0.9491187930107117,0.01243243645876646,0.016432248055934906,0.0101120350882411,0.0020076301880180836,0.009896847419440746
chainsaw_wind_snr+5_s08.wav,chainsaw,wind,5,engine,engine,0.5349441170692444,0.5349441170692444,0.35290518403053284,False,0.35290518403053284,0.018173230811953545,0.5349441170692444,0.03476382791996002,0.04152436926960945,0.01768932119011879
chainsaw_wind_snr+5_s09.wav,chainsaw,wind,5,chainsaw,chainsaw,0.9419967532157898,0.9419967532157898,0.9419967532157898,True,0.9419967532157898,0.015909556299448013,0.01163072045892477,0.011159636080265045,0.007329368032515049,0.011973991990089417
