filename,target_class,background_class,snr_db,top1_class,top1_score,primary_in_top1,primary_in_top5,extended_in_top5,family_in_top1,family_in_top5,target_score_primary,target_score_extended,family_mean_chainsaw,family_max_chainsaw,hybrid_chainsaw,family_mean_gunshot,family_max_gunshot,hybrid_gunshot,family_mean_engine,family_max_engine,hybrid_engine,family_mean_axe,family_max_axe,hybrid_axe,family_mean_fire,family_max_fire,hybrid_fire
chainsaw_rain_snr+15_s00.wav,chainsaw,rain,15,Engine,0.5690802931785583,False,True,True,False,True,0.544586181640625,0.544586181640625,0.544586181640625,0.9984237551689148,0.9984237551689148,0.0001781881001079455,0.0013998543145135045,0.0001781881001079455,0.5690802931785583,0.9981155395507812,0.9981155395507812,0.007598792668431997,0.039580632001161575,0.007598792668431997,0.00014871351595502347,0.0009852758375927806,0.00014871351595502347
chainsaw_rain_snr+15_s01.wav,chainsaw,rain,15,Vehicle,0.5387334823608398,False,False,False,False,False,0.00015298034122679383,0.029828276485204697,0.0003650575818028301,0.0020188428461551666,0.0003650575818028301,0.0006010286742821336,0.0017304536886513233,0.0006010286742821336,0.5387334823608398,0.8353983163833618,0.8353983163833618,0.00011495962826302275,0.0004972725291736424,0.00011495962826302275,0.004923004191368818,0.021538227796554565,0.004923004191368818
chainsaw_rain_snr+15_s02.wav,chainsaw,rain,15,Light engine (high frequency),0.37307602167129517,False,True,True,False,True,0.34374067187309265,0.34374067187309265,0.34374067187309265,0.9290132522583008,0.9290132522583008,0.00019545736722648144,0.0011386274127289653,0.00019545736722648144,0.37307602167129517,0.9126629829406738,0.9126629829406738,0.034685052931308746,0.07313662022352219,0.034685052931308746,0.002277382416650653,0.02072778530418873,0.002277382416650653
chainsaw_rain_snr+15_s03.wav,chainsaw,rain,15,Vehicle,0.8031822443008423,False,False,False,False,False,0.0008726054802536964,0.047452412545681,0.013783348724246025,0.07906713336706161,0.013783348724246025,0.0003607010585255921,0.003280958393588662,0.0003607010585255921,0.8031822443008423,0.9601701498031616,0.8031822443008423,0.00014269736129790545,0.0007848952081985772,0.00014269736129790545,0.0002990014327224344,0.0017126926686614752,0.0002990014327224344
chainsaw_rain_snr+15_s04.wav,chainsaw,rain,15,Chainsaw,0.758389949798584,True,True,True,True,True,0.758389949798584,0.758389949798584,0.758389949798584,0.9822194576263428,0.9822194576263428,0.0001286526385229081,0.0009166097734123468,0.0001286526385229081,0.7271836400032043,0.9860789775848389,0.9860789775848389,0.20569822192192078,0.5000497698783875,0.20569822192192078,0.0002405969426035881,0.0012271256418898702,0.0002405969426035881
chainsaw_rain_snr+15_s05.wav,chainsaw,rain,15,Chainsaw,0.374011367559433,True,True,True,True,True,0.374011367559433,0.374011367559433,0.374011367559433,0.9790882468223572,0.9790882468223572,0.00019162698299624026,0.001202561310492456,0.00019162698299624026,0.35583359003067017,0.9757735729217529,0.9757735729217529,0.023275764659047127,0.20411156117916107,0.023275764659047127,0.0010405664797872305,0.00308671360835433,0.0010405664797872305
chainsaw_rain_snr+15_s06.wav,chainsaw,rain,15,Chainsaw,0.6319103240966797,True,True,True,True,True,0.6319103240966797,0.6319103240966797,0.6319103240966797,0.9649458527565002,0.9649458527565002,0.0005064753931947052,0.0018207643879577518,0.0005064753931947052,0.5746127367019653,0.942524790763855,0.942524790763855,0.08240363001823425,0.37450888752937317,0.08240363001823425,0.00517532043159008,0.04191213846206665,0.00517532043159008
chainsaw_rain_snr+15_s07.wav,chainsaw,rain,15,Chainsaw,0.4036189019680023,True,True,True,True,True,0.4036189019680023,0.4036189019680023,0.4036189019680023,0.9936366081237793,0.9936366081237793,2.6805824745679274e-05,0.00020215276163071394,2.6805824745679274e-05,0.33732399344444275,0.9925535321235657,0.9925535321235657,0.02751041390001774,0.1217663511633873,0.02751041390001774,0.00015056284610182047,0.0009752956684678793,0.00015056284610182047
chainsaw_rain_snr+15_s08.wav,chainsaw,rain,15,Vehicle,0.4304582476615906,False,False,False,False,False,0.039764054119586945,0.05592735856771469,0.039764054119586945,0.26900607347488403,0.039764054119586945,0.0007163846166804433,0.0047877817414700985,0.0007163846166804433,0.4304582476615906,0.7333072423934937,0.7333072423934937,0.0014579023700207472,0.010449035093188286,0.0014579023700207472,0.004484556149691343,0.028854016214609146,0.004484556149691343
chainsaw_rain_snr+15_s09.wav,chainsaw,rain,15,Blender,0.17888738214969635,False,False,False,False,False,0.0025796242989599705,0.022239554673433304,0.022239554673433304,0.09472183138132095,0.022239554673433304,0.0006599981570616364,0.0034613818861544132,0.0006599981570616364,0.053099624812603,0.09985323250293732,0.053099624812603,0.016405750066041946,0.058617059141397476,0.016405750066041946,0.008057898841798306,0.04891500622034073,0.008057898841798306
chainsaw_rain_snr+10_s00.wav,chainsaw,rain,10,Chainsaw,0.4114372134208679,True,True,True,True,True,0.4114372134208679,0.4114372134208679,0.4114372134208679,0.8378602862358093,0.8378602862358093,7.070733408909291e-05,0.00023040368978399783,7.070733408909291e-05,0.3496969938278198,0.8012402653694153,0.8012402653694153,0.034978706389665604,0.12235359847545624,0.034978706389665604,0.000459238508483395,0.0016727016773074865,0.000459238508483395
chainsaw_rain_snr+10_s01.wav,chainsaw,rain,10,Vehicle,0.288849413394928,False,False,False,False,False,0.0803641527891159,0.08125466108322144,0.0803641527891159,0.5471084117889404,0.5471084117889404,0.0006147138774394989,0.00414414145052433,0.0006147138774394989,0.288849413394928,0.7570592164993286,0.7570592164993286,0.008255524560809135,0.033672600984573364,0.008255524560809135,0.019345838576555252,0.13728871941566467,0.019345838576555252
chainsaw_rain_snr+10_s02.wav,chainsaw,rain,10,Vehicle,0.4783872067928314,False,False,True,False,False,0.012873955070972443,0.07390789687633514,0.06864816695451736,0.40394026041030884,0.06864816695451736,0.0003739704261533916,0.0025321408174932003,0.0003739704261533916,0.4783872067928314,0.8281679749488831,0.4783872067928314,0.014350580982863903,0.11431217938661575,0.014350580982863903,0.0007022828212939203,0.00442385021597147,0.0007022828212939203
chainsaw_rain_snr+10_s03.wav,chainsaw,rain,10,Power tool,0.3599853515625,False,True,True,True,True,0.21220529079437256,0.3599853515625,0.3599853515625,0.7333797216415405,0.7333797216415405,0.00145222048740834,0.004399906378239393,0.00145222048740834,0.22390910983085632,0.6208055019378662,0.22390910983085632,0.08760196715593338,0.2519322335720062,0.08760196715593338,0.006978014018386602,0.02377808280289173,0.006978014018386602
chainsaw_rain_snr+10_s04.wav,chainsaw,rain,10,Light engine (high frequency),0.7559636235237122,False,True,True,False,True,0.6989964246749878,0.6989964246749878,0.6989964246749878,0.9967780113220215,0.9967780113220215,1.9960330064350273e-06,1.9792782040894963e-05,1.9960330064350273e-06,0.7559636235237122,0.9968457221984863,0.9968457221984863,0.004742073360830545,0.021621571853756905,0.004742073360830545,5.507997684617294e-06,4.413129136082716e-05,5.507997684617294e-06
chainsaw_rain_snr+10_s05.wav,chainsaw,rain,10,Chainsaw,0.325557678937912,True,True,True,True,True,0.325557678937912,0.325557678937912,0.325557678937912,0.9323217272758484,0.9323217272758484,0.0023206002078950405,0.015901459380984306,0.0023206002078950405,0.31099480390548706,0.8953338265419006,0.8953338265419006,0.044026561081409454,0.1379341185092926,0.044026561081409454,0.04399991035461426,0.3050287365913391,0.04399991035461426
chainsaw_rain_snr+10_s06.wav,chainsaw,rain,10,Vehicle,0.4032227396965027,False,True,True,False,True,0.24067501723766327,0.24067501723766327,0.24067501723766327,0.706030547618866,0.706030547618866,0.003142647910863161,0.03062197007238865,0.003142647910863161,0.4032227396965027,0.9227126240730286,0.9227126240730286,0.011933120898902416,0.04316945746541023,0.011933120898902416,0.004991307854652405,0.03062197007238865,0.004991307854652405
chainsaw_rain_snr+10_s07.wav,chainsaw,rain,10,Vehicle,0.6765072345733643,False,False,False,False,False,0.0006490330561064184,0.023991039022803307,0.0009599576587788761,0.005396079272031784,0.0009599576587788761,0.0009018322452902794,0.008403532207012177,0.0009018322452902794,0.6765072345733643,0.9397216439247131,0.6765072345733643,0.00010578791989246383,0.0003405562601983547,0.00010578791989246383,0.0011672228574752808,0.004402379970997572,0.0011672228574752808
chainsaw_rain_snr+10_s08.wav,chainsaw,rain,10,Engine,0.32180342078208923,False,True,True,False,True,0.13903117179870605,0.13903117179870605,0.13903117179870605,0.549206018447876,0.549206018447876,0.003094998886808753,0.02950512059032917,0.003094998886808753,0.32180342078208923,0.5676812529563904,0.5676812529563904,0.0033278123009949923,0.012907695956528187,0.0033278123009949923,0.0024964679032564163,0.009026573039591312,0.0024964679032564163
chainsaw_rain_snr+10_s09.wav,chainsaw,rain,10,Blender,0.12030325829982758,False,False,True,False,True,0.004666880704462528,0.04033033922314644,0.04033033922314644,0.20307056605815887,0.04033033922314644,0.0006323818233795464,0.003473785938695073,0.0006323818233795464,0.08182177692651749,0.31946641206741333,0.08182177692651749,0.013819943182170391,0.05617346614599228,0.013819943182170391,0.004826687276363373,0.029647648334503174,0.004826687276363373
chainsaw_rain_snr+5_s00.wav,chainsaw,rain,5,Rain,0.37491288781166077,False,False,False,False,False,0.03187276050448418,0.03187276050448418,0.03187276050448418,0.19361253082752228,0.03187276050448418,0.005327486898750067,0.03899272158741951,0.005327486898750067,0.12293428182601929,0.5006387829780579,0.12293428182601929,0.005526809953153133,0.022383900359272957,0.005526809953153133,0.03293313458561897,0.1566258817911148,0.03293313458561897
chainsaw_rain_snr+5_s01.wav,chainsaw,rain,5,Vehicle,0.3810063600540161,False,False,False,False,False,0.07557211071252823,0.07612259685993195,0.07612259685993195,0.5801437497138977,0.5801437497138977,0.00014120878768153489,0.0005423754919320345,0.00014120878768153489,0.3810063600540161,0.5815240144729614,0.3810063600540161,0.012246171943843365,0.048567432910203934,0.012246171943843365,0.0009332891786471009,0.0028666406869888306,0.0009332891786471009
chainsaw_rain_snr+5_s02.wav,chainsaw,rain,5,Vehicle,0.23656277358531952,False,True,True,False,True,0.16158738732337952,0.16158738732337952,0.16158738732337952,0.9205924272537231,0.9205924272537231,0.0012801015982404351,0.004420354962348938,0.0012801015982404351,0.23656277358531952,0.9056238532066345,0.9056238532066345,0.026555920019745827,0.08910094201564789,0.026555920019745827,0.014703596010804176,0.059098247438669205,0.014703596010804176
chainsaw_rain_snr+5_s03.wav,chainsaw,rain,5,Vehicle,0.5031846761703491,False,False,False,False,False,0.07007541507482529,0.07007541507482529,0.07007541507482529,0.5934534668922424,0.5934534668922424,0.0001898356422316283,0.0009527289075776935,0.0001898356422316283,0.5031846761703491,0.7539316415786743,0.7539316415786743,0.0013389511732384562,0.006030683405697346,0.0013389511732384562,0.000453632150311023,0.0018867241451516747,0.000453632150311023
chainsaw_rain_snr+5_s04.wav,chainsaw,rain,5,Vehicle,0.6292682886123657,False,False,False,False,False,0.0002914598153438419,0.020888278260827065,0.007786516100168228,0.05714726075530052,0.007786516100168228,0.0018378023523837328,0.013934139162302017,0.0018378023523837328,0.6292682886123657,0.9074733257293701,0.6292682886123657,0.001277376082725823,0.005975346080958843,0.001277376082725823,0.0028028865344822407,0.008795780129730701,0.0028028865344822407
chainsaw_rain_snr+5_s05.wav,chainsaw,rain,5,Vehicle,0.29138725996017456,False,True,True,False,True,0.11746390163898468,0.11746390163898468,0.11746390163898468,0.5458329319953918,0.5458329319953918,0.0012594711733981967,0.009815515018999577,0.0012594711733981967,0.29138725996017456,0.659523069858551,0.29138725996017456,0.018032636493444443,0.08628281205892563,0.018032636493444443,0.0023052284959703684,0.008489576168358326,0.0023052284959703684
chainsaw_rain_snr+5_s06.wav,chainsaw,rain,5,Vehicle,0.2764739394187927,False,False,False,False,False,0.06915686279535294,0.06915686279535294,0.06915686279535294,0.3771151602268219,0.3771151602268219,0.0012262099189683795,0.0024729217402637005,0.0012262099189683795,0.2764739394187927,0.560590922832489,0.2764739394187927,0.007585314568132162,0.033038120716810226,0.007585314568132162,0.007452572695910931,0.015777837485074997,0.007452572695910931
chainsaw_rain_snr+5_s07.wav,chainsaw,rain,5,Vehicle,0.37573808431625366,False,False,False,False,False,0.001147173112258315,0.026373330503702164,0.006441026926040649,0.030882447957992554,0.006441026926040649,0.00017020934319589287,0.0008107172325253487,0.00017020934319589287,0.37573808431625366,0.6052960157394409,0.37573808431625366,0.0014239728916436434,0.006576848682016134,0.0014239728916436434,0.002262971829622984,0.007783146575093269,0.002262971829622984
chainsaw_rain_snr+5_s08.wav,chainsaw,rain,5,Engine,0.3956748843193054,False,True,True,False,True,0.2942073941230774,0.2942073941230774,0.2942073941230774,0.9683557152748108,0.9683557152748108,0.0011763598304241896,0.006402654107660055,0.0011763598304241896,0.3956748843193054,0.9622657895088196,0.9622657895088196,0.043764740228652954,0.1560324728488922,0.043764740228652954,0.006575350649654865,0.021200016140937805,0.006575350649654865
chainsaw_rain_snr+5_s09.wav,chainsaw,rain,5,Blender,0.36378657817840576,False,False,False,False,False,0.0038902864325791597,0.03604216128587723,0.029021497815847397,0.16610056161880493,0.029021497815847397,0.0022045548539608717,0.018391847610473633,0.0022045548539608717,0.192303866147995,0.3918403685092926,0.192303866147995,0.010033154860138893,0.057004328817129135,0.010033154860138893,0.021003317087888718,0.148430734872818,0.021003317087888718
chainsaw_rain_snr+0_s00.wav,chainsaw,rain,0,Engine,0.16271433234214783,False,True,True,False,True,0.1462453007698059,0.1462453007698059,0.1462453007698059,0.8498004078865051,0.8498004078865051,0.0007673840736970305,0.005245463456958532,0.0007673840736970305,0.16271433234214783,0.708593487739563,0.708593487739563,0.0038967090658843517,0.011291236616671085,0.0038967090658843517,0.0016320447903126478,0.008560139685869217,0.0016320447903126478
chainsaw_rain_snr+0_s01.wav,chainsaw,rain,0,Vehicle,0.3580811619758606,False,False,False,False,False,0.000341295002726838,0.03628239780664444,0.002896486548706889,0.01659334823489189,0.002896486548706889,0.0018359578680247068,0.009322555735707283,0.0018359578680247068,0.3580811619758606,0.5361252427101135,0.3580811619758606,0.002356261480599642,0.02163681760430336,0.002356261480599642,0.024093251675367355,0.13664111495018005,0.024093251675367355
chainsaw_rain_snr+0_s02.wav,chainsaw,rain,0,Vehicle,0.3342602252960205,False,False,False,False,False,0.0026767640374600887,0.012478509917855263,0.0027525057084858418,0.01887211948633194,0.0027525057084858418,0.008184961043298244,0.061774369329214096,0.008184961043298244,0.3342602252960205,0.6941108107566833,0.3342602252960205,0.001926399185322225,0.012931273318827152,0.001926399185322225,0.015005826950073242,0.05646302551031113,0.015005826950073242
chainsaw_rain_snr+0_s03.wav,chainsaw,rain,0,Vehicle,0.6105228662490845,False,False,False,False,False,1.826703010010533e-05,0.0602976456284523,0.000561959226615727,0.002086681080982089,0.000561959226615727,0.00029004609677940607,0.001065091579221189,0.00029004609677940607,0.6105228662490845,0.8184260129928589,0.8184260129928589,2.7820700779557228e-05,0.00012058615538990125,2.7820700779557228e-05,0.013422812335193157,0.06523527950048447,0.013422812335193157
chainsaw_rain_snr+0_s04.wav,chainsaw,rain,0,Water,0.3560326099395752,False,False,False,False,False,0.0008112459327094257,0.009683763608336449,0.0008112459327094257,0.005675655789673328,0.0008112459327094257,0.001964674796909094,0.011767413467168808,0.001964674796909094,0.27551040053367615,0.8196585178375244,0.27551040053367615,0.00026775378501042724,0.0015096809947863221,0.00026775378501042724,0.007465051952749491,0.024668734520673752,0.007465051952749491
chainsaw_rain_snr+0_s05.wav,chainsaw,rain,0,Rain,0.3391600251197815,False,False,False,False,False,0.00023525166034232825,0.017286386340856552,0.0008226108620874584,0.0053948587737977505,0.0008226108620874584,0.001650538295507431,0.010711994022130966,0.001650538295507431,0.2500269114971161,0.6040021181106567,0.2500269114971161,0.00015963079931680113,0.0009038205025717616,0.00015963079931680113,0.012622418813407421,0.05916880443692207,0.012622418813407421
chainsaw_rain_snr+0_s06.wav,chainsaw,rain,0,Vehicle,0.5904966592788696,False,False,False,False,False,0.0001310558436671272,0.03198280185461044,0.004397408105432987,0.015162751078605652,0.004397408105432987,0.0018531049136072397,0.014874007552862167,0.0018531049136072397,0.5904966592788696,0.8042382001876831,0.5904966592788696,0.0005565088358707726,0.0027493031229823828,0.0005565088358707726,0.009746832773089409,0.03964143246412277,0.009746832773089409
chainsaw_rain_snr+0_s07.wav,chainsaw,rain,0,Water,0.28090497851371765,False,False,False,False,False,0.06472849100828171,0.08620797097682953,0.08620797097682953,0.46229812502861023,0.46229812502861023,0.0014826280530542135,0.004929903894662857,0.0014826280530542135,0.11962822824716568,0.3946158289909363,0.3946158289909363,0.008650170639157295,0.05545588955283165,0.008650170639157295,0.04648219421505928,0.1682409793138504,0.04648219421505928
chainsaw_rain_snr+0_s08.wav,chainsaw,rain,0,Vehicle,0.6867695450782776,False,False,False,False,False,0.002109729452058673,0.04644825682044029,0.0170267503708601,0.059855952858924866,0.0170267503708601,0.0003186296089552343,0.0020842773374170065,0.0003186296089552343,0.6867695450782776,0.8076752424240112,0.6867695450782776,0.002643813146278262,0.017591388896107674,0.002643813146278262,0.0013177793007344007,0.005081719718873501,0.0013177793007344007
chainsaw_rain_snr+0_s09.wav,chainsaw,rain,0,Vehicle,0.4500548243522644,False,False,False,False,False,0.0012575361179187894,0.04134364426136017,0.004379294812679291,0.02814829908311367,0.004379294812679291,0.000994994188658893,0.004259164910763502,0.000994994188658893,0.4500548243522644,0.8910978436470032,0.4500548243522644,0.004199246875941753,0.024781348183751106,0.004199246875941753,0.026020709425210953,0.10117291659116745,0.026020709425210953
chainsaw_rain_snr-5_s00.wav,chainsaw,rain,-5,Engine,0.27396756410598755,False,False,True,False,False,0.009535377845168114,0.12044908851385117,0.020090071484446526,0.12819895148277283,0.020090071484446526,0.015248226001858711,0.07981079816818237,0.015248226001858711,0.27396756410598755,0.5594978332519531,0.5594978332519531,0.0020259867887943983,0.013463271781802177,0.0020259867887943983,0.0028931759297847748,0.008891649544239044,0.0028931759297847748
chainsaw_rain_snr-5_s01.wav,chainsaw,rain,-5,Rattle,0.21411240100860596,False,False,False,False,False,0.0019016035366803408,0.07264697551727295,0.014135395176708698,0.07989323139190674,0.014135395176708698,0.011786362156271935,0.04149928316473961,0.011786362156271935,0.1672917604446411,0.2885613441467285,0.1672917604446411,0.01453949511051178,0.05970780551433563,0.01453949511051178,0.051058508455753326,0.11535492539405823,0.051058508455753326
chainsaw_rain_snr-5_s02.wav,chainsaw,rain,-5,Vehicle,0.3513742983341217,False,False,False,False,False,0.00022016334696672857,0.044896312057971954,0.007671778090298176,0.02803882770240307,0.007671778090298176,0.00028713117353618145,0.0010845605283975601,0.00028713117353618145,0.3513742983341217,0.5616461634635925,0.3513742983341217,0.0016521727666258812,0.008630892261862755,0.0016521727666258812,0.0006166758248582482,0.0012797804083675146,0.0006166758248582482
chainsaw_rain_snr-5_s03.wav,chainsaw,rain,-5,Liquid,0.23842260241508484,False,False,False,False,False,0.0012052636593580246,0.021145254373550415,0.010428248904645443,0.06242465600371361,0.010428248904645443,0.010352126322686672,0.0777069702744484,0.010352126322686672,0.17098155617713928,0.3802326023578644,0.17098155617713928,0.005059691146016121,0.018688373267650604,0.005059691146016121,0.018062498420476913,0.06335904449224472,0.018062498420476913
chainsaw_rain_snr-5_s04.wav,chainsaw,rain,-5,Water,0.133052796125412,False,False,False,False,False,0.000158116381498985,0.025578776374459267,0.0020006303675472736,0.013709785416722298,0.0020006303675472736,0.0050964998081326485,0.03787413612008095,0.0050964998081326485,0.11323656141757965,0.2989065945148468,0.11323656141757965,0.012263378128409386,0.12214437872171402,0.012263378128409386,0.0321783646941185,0.18596035242080688,0.0321783646941185
chainsaw_rain_snr-5_s05.wav,chainsaw,rain,-5,Vehicle,0.141530379652977,False,False,True,False,False,0.0028348795603960752,0.059055544435977936,0.012853724882006645,0.07537823170423508,0.012853724882006645,0.0034536118619143963,0.01190696470439434,0.0034536118619143963,0.141530379652977,0.4032747447490692,0.4032747447490692,0.024066423997282982,0.11589060723781586,0.024066423997282982,0.03727143630385399,0.0759359672665596,0.03727143630385399
chainsaw_rain_snr-5_s06.wav,chainsaw,rain,-5,Engine,0.18488624691963196,False,True,True,False,True,0.11774887144565582,0.11774887144565582,0.11774887144565582,0.66483473777771,0.66483473777771,0.00432572839781642,0.023144438862800598,0.00432572839781642,0.18488624691963196,0.5291615724563599,0.5291615724563599,0.004227119497954845,0.01806178130209446,0.004227119497954845,0.020401712507009506,0.10070428252220154,0.020401712507009506
chainsaw_rain_snr-5_s07.wav,chainsaw,rain,-5,Vehicle,0.5746486186981201,False,False,False,False,False,5.8986297517549247e-05,0.03820030018687248,0.0017753785941749811,0.006218896713107824,0.0017753785941749811,0.0005015708738937974,0.0029765747021883726,0.0005015708738937974,0.5746486186981201,0.7793700098991394,0.5746486186981201,0.00036037227255292237,0.0017797201871871948,0.00036037227255292237,0.008661250583827496,0.01996592804789543,0.008661250583827496
chainsaw_rain_snr-5_s08.wav,chainsaw,rain,-5,Power tool,0.5509711503982544,False,True,True,True,True,0.4198923110961914,0.5509711503982544,0.5509711503982544,0.783689022064209,0.783689022064209,0.001733669312670827,0.011470126919448376,0.001733669312670827,0.3958316743373871,0.758374810218811,0.758374810218811,0.03843400999903679,0.05749010667204857,0.03843400999903679,0.0019351629307493567,0.009057506918907166,0.0019351629307493567
chainsaw_rain_snr-5_s09.wav,chainsaw,rain,-5,Pump (liquid),0.3314984440803528,False,False,False,False,False,0.01240035705268383,0.06399066001176834,0.06399066001176834,0.18516190350055695,0.06399066001176834,0.004431312903761864,0.01877954602241516,0.004431312903761864,0.1690981090068817,0.3694385588169098,0.3694385588169098,0.036562588065862656,0.07766461372375488,0.036562588065862656,0.04739154502749443,0.17820961773395538,0.04739154502749443
chainsaw_rain_snr-10_s00.wav,chainsaw,rain,-10,Vehicle,0.25424450635910034,False,False,False,False,False,0.00017322480562143028,0.014169695787131786,0.0016343339812010527,0.009256366640329361,0.0016343339812010527,0.058266621083021164,0.5059853196144104,0.5059853196144104,0.25424450635910034,0.6581861972808838,0.25424450635910034,0.006088727619498968,0.039717432111501694,0.006088727619498968,0.02657761611044407,0.07479161769151688,0.02657761611044407
chainsaw_rain_snr-10_s01.wav,chainsaw,rain,-10,Vehicle,0.4671550691127777,False,False,False,False,False,4.286016337573528e-05,0.013091474771499634,0.0005685010110028088,0.0027577956207096577,0.0005685010110028088,0.09703415632247925,0.5402513146400452,0.09703415632247925,0.4671550691127777,0.8371598720550537,0.4671550691127777,0.0009072637185454369,0.007603613659739494,0.0009072637185454369,0.03325873240828514,0.18166109919548035,0.03325873240828514
chainsaw_rain_snr-10_s02.wav,chainsaw,rain,-10,Vehicle,0.16587261855602264,False,False,True,False,True,0.044188182801008224,0.16466084122657776,0.16466084122657776,0.6561794281005859,0.16466084122657776,0.009042439982295036,0.03639097511768341,0.009042439982295036,0.16587261855602264,0.30012932419776917,0.16587261855602264,0.017901156097650528,0.057689812034368515,0.017901156097650528,0.023846980184316635,0.14641864597797394,0.023846980184316635
